F1: 0.02597,Precision: 0.02597,Recall: 0.02597,,
1,26,New York City,http://dbpedia.org/resource/New_York_City_Marathon,"http://dbpedia.org/resource/New_York_City,_United_States_of_America http://dbpedia.org/resource/New_York_City_(NYC) http://dbpedia.org/resource/City_of_NY http://dbpedia.org/resource/New_York_(City) http://dbpedia.org/resource/New_York,_NY http://dbpedia.org/resource/New_York_(N.Y.) http://dbpedia.org/resource/New_york_city,_new_york http://dbpedia.org/resource/New_york,_New_York http://dbpedia.org/resource/New_York,_New_York,_USA http://dbpedia.org/resource/New_York,_NY,_USA http://dbpedia.org/resource/New_York,_New_York_(State) http://dbpedia.org/resource/Newyorkcity http://dbpedia.org/resource/New_York_City_Birth_Index http://dbpedia.org/resource/New_York_City,_United_States http://dbpedia.org/resource/NewYork_City http://dbpedia.org/resource/New_York_CIty http://dbpedia.org/resource/Nyc http://dbpedia.org/resource/New_York_City,_USA http://dbpedia.org/resource/N.Y.C http://dbpedia.org/resource/N._Y._C. http://dbpedia.org/resource/New_York_Cty http://dbpedia.org/resource/N_y_c http://dbpedia.org/resource/NYC http://dbpedia.org/resource/New_york_city http://dbpedia.org/resource/New_York_City_(NY) http://dbpedia.org/resource/New_York_City,_New_York,_United_States http://dbpedia.org/resource/New_York_City_(NYC),_USA http://dbpedia.org/resource/NY,_NY http://dbpedia.org/resource/Ny_c http://dbpedia.org/resource/New_York_City,_NY http://dbpedia.org/resource/NY_City http://dbpedia.org/resource/N_yc http://dbpedia.org/resource/New_York,_New_York http://dbpedia.org/resource/USNYC http://dbpedia.org/resource/New_York_City,_New_York_State http://dbpedia.org/resource/New_york,_ny http://dbpedia.org/resource/N.Y.,_N.Y. http://dbpedia.org/resource/New_York_City,_New_York http://dbpedia.org/resource/City_That_Never_Sleeps_(city) http://dbpedia.org/resource/City_New_York http://dbpedia.org/resource/NYC.gov http://dbpedia.org/resource/New_York_New_York http://dbpedia.org/resource/New_York_N.Y. http://dbpedia.org/resource/New_York_city http://dbpedia.org/resource/New_York_City,_New_York,_USA http://dbpedia.org/resource/New_Yawk http://dbpedia.org/resource/NY_City,_NY http://dbpedia.org/resource/City_of_New_York,_New_York http://dbpedia.org/resource/NYC,_NY http://dbpedia.org/resource/N._Y.,_N._Y. http://dbpedia.org/resource/New_York_City_(Ny.) http://dbpedia.org/resource/The_City_of_New_York http://dbpedia.org/resource/N.Y.C. http://dbpedia.org/resource/NYC,_New_York http://dbpedia.org/resource/New_York,_N.Y. http://dbpedia.org/resource/New_york_new_york http://dbpedia.org/resource/City_of_New_York http://dbpedia.org/resource/New_York_City http://dbpedia.org/resource/NYC,_NYS http://dbpedia.org/resource/New_York_(city) http://dbpedia.org/resource/New-York_City http://dbpedia.org/resource/New_York,_N._Y. http://dbpedia.org/resource/City_of_new_yourk http://dbpedia.org/resource/The_City_So_Nice_They_Named_It_Twice http://dbpedia.org/resource/New_York_City,_NYS http://dbpedia.org/resource/New_York_NY http://dbpedia.org/resource/New_your_city http://dbpedia.org/resource/New_York,_US-NY http://dbpedia.org/resource/New_York_(NY) http://dbpedia.org/resource/New_Yourk_City http://dbpedia.org/resource/New_York_City,_U.S. http://dbpedia.org/resource/Nueva_York http://dbpedia.org/resource/New_york_City http://dbpedia.org/resource/City_of_new_york http://dbpedia.org/resource/UN/LOCODE:USNYC"
1,28,Albany,http://dbpedia.org/resource/Albany_Theatre,"http://dbpedia.org/resource/Albany,_New_York_(State) http://dbpedia.org/resource/Albany,_NY http://dbpedia.org/resource/Albany_(capital) http://dbpedia.org/resource/Capital_of_New_York http://dbpedia.org/resource/Albany,_N.Y. http://dbpedia.org/resource/Albany_(NY) http://dbpedia.org/resource/UN/LOCODE:USALB http://dbpedia.org/resource/Albany,_ny http://dbpedia.org/resource/Penpotawotnot http://dbpedia.org/resource/Albany_ny http://dbpedia.org/resource/Albany,_New_York http://dbpedia.org/resource/Albany_New_York"
1,29,Worcester,http://dbpedia.org/resource/Virginia_Slims_of_New_England,"http://dbpedia.org/resource/Worcester,_MA http://dbpedia.org/resource/Worcester,_Massachusetts http://dbpedia.org/resource/Worcester,_MA-CT_Metropolitan_Statistical_Area http://dbpedia.org/resource/Tatnuck,_Massachusetts http://dbpedia.org/resource/Worchester,_Massachusetts http://dbpedia.org/resource/Worchester,_MA http://dbpedia.org/resource/Worcester_(MA) http://dbpedia.org/resource/Worcester_(Massachusetts) http://dbpedia.org/resource/Worcester,_Mass. http://dbpedia.org/resource/Worcester,_MA-CT_MSA http://dbpedia.org/resource/Worcester,_Mass http://dbpedia.org/resource/Worcester,_Massachusetts,_USA http://dbpedia.org/resource/Worcester,_ma http://dbpedia.org/resource/Worcester_metropolitan_area http://dbpedia.org/resource/Worcester,_mass http://dbpedia.org/resource/Worcester,_Massachusetts_metropolitan_area http://dbpedia.org/resource/Worchester,_mass http://dbpedia.org/resource/Worcester_MA http://dbpedia.org/resource/UN/LOCODE:USORH http://dbpedia.org/resource/The_woo http://dbpedia.org/resource/Worcester,_Massechusetts"
1,30,Buffalo,http://dbpedia.org/resource/Regional_Municipality_of_Wood_Buffalo,"http://dbpedia.org/resource/Buffalo,_US http://dbpedia.org/resource/Buffalo_(city,_New_York) http://dbpedia.org/resource/Buffalo_(NY) http://dbpedia.org/resource/Buffalo_new_york_usa http://dbpedia.org/resource/City_of_buffalo http://dbpedia.org/resource/Buffalo,_United_States http://dbpedia.org/resource/Culture_of_Buffalo,_New_York http://dbpedia.org/resource/Buffalo,_U.S. http://dbpedia.org/resource/New_York_Buffalo http://dbpedia.org/resource/Buffalo,_New_York_(State) http://dbpedia.org/resource/Buffalo,_ny http://dbpedia.org/resource/Buffalo_NY http://dbpedia.org/resource/Buffalo_new_york http://dbpedia.org/resource/UN/LOCODE:USBUF http://dbpedia.org/resource/Buffalo,_NY http://dbpedia.org/resource/Buffalo_(city),_New_York http://dbpedia.org/resource/Downtown_Buffalo,_New_York http://dbpedia.org/resource/Buffalo,_N.Y http://dbpedia.org/resource/Buffalo,_New_York http://dbpedia.org/resource/Chippewa_Street http://dbpedia.org/resource/Buffalo,_N.Y. http://dbpedia.org/resource/Tsistekeriia'kón:ke http://dbpedia.org/resource/Buffalo_(city) http://dbpedia.org/resource/Buffalo_ny http://dbpedia.org/resource/Buffalonian http://dbpedia.org/resource/Buffalo_(city,_United_States) http://dbpedia.org/resource/Buffalo,_USA"
1,31,Denver,http://dbpedia.org/resource/Virginia_Slims_of_Denver,"http://dbpedia.org/resource/Capital_of_Colorado http://dbpedia.org/resource/City_of_Denver http://dbpedia.org/resource/The_Mile-High_City http://dbpedia.org/resource/Denver_Co http://dbpedia.org/resource/City_of_Denver,_Colorado http://dbpedia.org/resource/The_weather_in_Denver http://dbpedia.org/resource/Denver,_Kansas_Territory http://dbpedia.org/resource/Westwood,_Denver,_Colorado http://dbpedia.org/resource/City_and_County_of_Denver http://dbpedia.org/resource/Denver,_United_States http://dbpedia.org/resource/Denver_County http://dbpedia.org/resource/Denver_colorado http://dbpedia.org/resource/Denver,_Colorado http://dbpedia.org/resource/Denver_County,_CO http://dbpedia.org/resource/Denver,_US-CO http://dbpedia.org/resource/Denverite http://dbpedia.org/resource/Denver_City,_Colorado_Territory http://dbpedia.org/resource/Denver,_CO http://dbpedia.org/resource/Denver_(Colo.) http://dbpedia.org/resource/State_capital_of_Colorado http://dbpedia.org/resource/Denver_Colorado http://dbpedia.org/resource/Denver_County,_Colorado http://dbpedia.org/resource/Denver_East http://dbpedia.org/resource/UN/LOCODE:USDEN http://dbpedia.org/resource/Denver,_co http://dbpedia.org/resource/Denver,_Colorado,_USA http://dbpedia.org/resource/The_Mile_High_City http://dbpedia.org/resource/Denver_City,_Jefferson_Territory http://dbpedia.org/resource/City_and_County_of_Denver,_Colorado http://dbpedia.org/resource/Denver http://dbpedia.org/resource/Colorado_state_capital http://dbpedia.org/resource/Denver_(CO) http://dbpedia.org/resource/Mile_High_City http://dbpedia.org/resource/Denver_CO http://dbpedia.org/resource/Denver,_USA http://dbpedia.org/resource/Mile-High_City http://dbpedia.org/resource/Mile_high_city"
1,32,Kansas City,http://dbpedia.org/resource/Kansas_City_Open_(tennis),"http://dbpedia.org/resource/K_C http://dbpedia.org/resource/Kansas_City,_Mo http://dbpedia.org/resource/Kansas_City,_Missouri http://dbpedia.org/resource/Killa_City http://dbpedia.org/resource/Kansas_city,_mo http://dbpedia.org/resource/Cuisine_of_Kansas_City http://dbpedia.org/resource/Kansas_City_LRT http://dbpedia.org/resource/Kansas_City_(MO) http://dbpedia.org/resource/Kansas_city_light_rail http://dbpedia.org/resource/KCMO http://dbpedia.org/resource/History_of_Kansas_City,_Missouri http://dbpedia.org/resource/Kansas_City,_Mo. http://dbpedia.org/resource/UN/LOCODE:USMKC http://dbpedia.org/resource/Kang_Chang_Mo http://dbpedia.org/resource/Kansas_City_Missouri http://dbpedia.org/resource/Kc. http://dbpedia.org/resource/K.c. http://dbpedia.org/resource/KC,_MO http://dbpedia.org/resource/Kansas_City,_Missouri. http://dbpedia.org/resource/Kansas_City,_Mo, http://dbpedia.org/resource/Paris_of_the_plains http://dbpedia.org/resource/K.C.,_MO http://dbpedia.org/resource/Kansas_City,_MO http://dbpedia.org/resource/Kansas_City_MO"
1,33,Oklahoma City,http://dbpedia.org/resource/Oklahoma_City_Thunder,"http://dbpedia.org/resource/Frederick_A._Douglass_High_School_(Oklahoma) http://dbpedia.org/resource/Okalhoma_City,_Oklahoma http://dbpedia.org/resource/Oklahoma_City_(OK) http://dbpedia.org/resource/O.K.C. http://dbpedia.org/resource/Oklahoma_city_ok http://dbpedia.org/resource/Oklahoma_City,_United_States http://dbpedia.org/resource/Lyric_Theatre_(Oklahoma_City,_Oklahoma) http://dbpedia.org/resource/Oklahoma_City,_OK http://dbpedia.org/resource/Okalhoma_City,_OK http://dbpedia.org/resource/Oklahoma_City,_Oklahoma http://dbpedia.org/resource/UN/LOCODE:USOKC http://dbpedia.org/resource/Oklahoma_City,_Okla. http://dbpedia.org/resource/Oklas http://dbpedia.org/resource/Ciudad_Oklahoma http://dbpedia.org/resource/Ciudad_de_Oklahoma http://dbpedia.org/resource/Oklahoma_City,_Oklahoma,_US http://dbpedia.org/resource/OKC,_OK http://dbpedia.org/resource/OK_City,_OK http://dbpedia.org/resource/City_of_Oklahoma_City http://dbpedia.org/resource/Oklahoma_City,_Oklahoma,_U.S.A. http://dbpedia.org/resource/Oklahoma,_Oklahoma http://dbpedia.org/resource/Capital_of_Oklahoma http://dbpedia.org/resource/Oklahoma_city http://dbpedia.org/resource/Oklas_City http://dbpedia.org/resource/Oklahoma_City,_Oklahoma,_USA http://dbpedia.org/resource/OK_City http://dbpedia.org/resource/Renaissance_City http://dbpedia.org/resource/Oklahoma_City http://dbpedia.org/resource/Okla._City,_Oklahoma http://dbpedia.org/resource/Oklahoma_City,_USA"
1,34,Lubbock,http://dbpedia.org/resource/Lubbock_Challenger,"http://dbpedia.org/resource/Lubbock_Sound http://dbpedia.org/resource/Lubbock,_tx http://dbpedia.org/resource/Lubbock http://dbpedia.org/resource/UN/LOCODE:USLBB http://dbpedia.org/resource/History_of_Lubbock,_Texas http://dbpedia.org/resource/Mackenzie_Park http://dbpedia.org/resource/List_of_tallest_buildings_in_Lubbock http://dbpedia.org/resource/Lubbock,_TX http://dbpedia.org/resource/Lubbock_(TX) http://dbpedia.org/resource/Lubbock_sound http://dbpedia.org/resource/Mackenzie_Park_(Lubbock) http://dbpedia.org/resource/Lubbock,_Texas"
1,35,Dallas,http://dbpedia.org/resource/RBC_Tennis_Championships_of_Dallas,"http://dbpedia.org/resource/Dallas_(City) http://dbpedia.org/resource/Dallas_Fire-Rescue http://dbpedia.org/resource/UN/LOCODE:USDAL http://dbpedia.org/resource/Dallas,_Texas/Draft http://dbpedia.org/resource/Dallas,_Tex. http://dbpedia.org/resource/Dallas_Texas http://dbpedia.org/resource/Dallas_Fire-Rescue_Department http://dbpedia.org/resource/Lake_Cliff_Park http://dbpedia.org/resource/Dallas_(Texas) http://dbpedia.org/resource/City_of_Dallas,_Texas http://dbpedia.org/resource/Dallas,_TX/Draft http://dbpedia.org/resource/Dallas,_Texas,_United_States_of_America http://dbpedia.org/resource/Sister_cities_of_Dallas http://dbpedia.org/resource/Dallas_Fire_Department http://dbpedia.org/resource/Dallas,_TX http://dbpedia.org/resource/Dallas,_tx http://dbpedia.org/resource/Dallas,Texas http://dbpedia.org/resource/Dallas http://dbpedia.org/resource/Dallas_(TX) http://dbpedia.org/resource/Dalls http://dbpedia.org/resource/Dallas,_Texas,_USA http://dbpedia.org/resource/Dallas,_Texas,_U.S. http://dbpedia.org/resource/City_of_Dallas http://dbpedia.org/resource/History_of_Dallas,_TX http://dbpedia.org/resource/Dallas_TX http://dbpedia.org/resource/Dallas,_United_States http://dbpedia.org/resource/Dallas_(AFL) http://dbpedia.org/resource/Facts_on_Dallas,_TX http://dbpedia.org/resource/Dallas_texas http://dbpedia.org/resource/Dallas,_texas http://dbpedia.org/resource/Dallas,_USA http://dbpedia.org/resource/Sister_cities_of_Dallas,_Texas http://dbpedia.org/resource/DALLAS http://dbpedia.org/resource/Dallas,_Texas http://dbpedia.org/resource/Dallas,_Texas,_U.S.A. http://dbpedia.org/resource/The_Big_D_(Texas)"
1,37,Austin,http://it.dbpedia.org/resource/Austin_Challenger,"http://dbpedia.org/resource/Austin,_Texas http://dbpedia.org/resource/City_of_Austin http://dbpedia.org/resource/Austin,_Tex. http://dbpedia.org/resource/Austin,_Tx http://dbpedia.org/resource/Austin_(TX) http://dbpedia.org/resource/Live_music_capital_of_the_world http://dbpedia.org/resource/Austin_City_Connection http://dbpedia.org/resource/Austin,Texas http://dbpedia.org/resource/Silicon_Hills http://dbpedia.org/resource/Mueller,_austin,_texas http://dbpedia.org/resource/Paragon_Preparatory_Middle_School http://dbpedia.org/resource/Austin,_texas http://dbpedia.org/resource/Austin,_USA http://dbpedia.org/resource/Austin_Texas http://dbpedia.org/resource/Austin,_Travis_County,_Texas http://dbpedia.org/resource/Austin,_TX http://dbpedia.org/resource/Austin,_tx http://dbpedia.org/resource/Austin_TX http://dbpedia.org/resource/Austin,_Tx. http://dbpedia.org/resource/Paragon_prep http://dbpedia.org/resource/Autsin http://dbpedia.org/resource/Austin,_TX. http://dbpedia.org/resource/Austin http://dbpedia.org/resource/Avery_Ranch,_Austin,_Texas http://dbpedia.org/resource/San_Antonio_Parks_and_Recreation_Department http://dbpedia.org/resource/Austin_tx http://dbpedia.org/resource/Austin_(Texas) http://dbpedia.org/resource/Autsin,_Texas http://dbpedia.org/resource/UN/LOCODE:USAUS http://dbpedia.org/resource/Austin,_United_States http://dbpedia.org/resource/Austin_texas"
1,38,Houston,http://dbpedia.org/resource/Virginia_Slims_of_Houston,"http://dbpedia.org/resource/Houstan http://dbpedia.org/resource/Houston_Texas http://dbpedia.org/resource/Houston,_Texas,_U.S. http://dbpedia.org/resource/Houstonians http://dbpedia.org/resource/Houstan,_Texas http://dbpedia.org/resource/Houstan,_TX http://dbpedia.org/resource/Houston,Texas http://dbpedia.org/resource/Houston,_TX http://dbpedia.org/resource/Hoston http://dbpedia.org/resource/Houston http://dbpedia.org/resource/Houston,_Texas_(redir) http://dbpedia.org/resource/Houston,_Tex. http://dbpedia.org/resource/Houston_(TX) http://dbpedia.org/resource/Houston_Public_Media http://dbpedia.org/resource/Houston_TX http://dbpedia.org/resource/Houston,_United_States http://dbpedia.org/resource/Houston,_Texas http://dbpedia.org/resource/Houston,_Texas,_United_States http://dbpedia.org/resource/Houston,_Tx http://dbpedia.org/resource/Houston,_TX,_USA http://dbpedia.org/resource/Houston,Texas,_United_States http://dbpedia.org/resource/Houstontx.gov http://dbpedia.org/resource/City_of_Houston http://dbpedia.org/resource/Houston,_Texas,_U.S.A. http://dbpedia.org/resource/Houston,_US-TX http://dbpedia.org/resource/Houston_texas http://dbpedia.org/resource/Houston,TX http://dbpedia.org/resource/Houston_city http://dbpedia.org/resource/City_of_Houston,_Texas http://dbpedia.org/resource/Houston,_texas http://dbpedia.org/resource/The_Energy_Capital_of_the_World http://dbpedia.org/resource/Houston,_Texas,_USA http://dbpedia.org/resource/Clay_road_baptist http://dbpedia.org/resource/UN/LOCODE:USHOU http://dbpedia.org/resource/Media_of_Houston http://dbpedia.org/resource/Media_in_Houston http://dbpedia.org/resource/Houston,_USA http://dbpedia.org/resource/The_City_of_Houston"
1,39,Louisville,http://de.dbpedia.org/resource/WTA_Louisville,"http://dbpedia.org/resource/City_of_Louisville http://dbpedia.org/resource/Louisville-Jefferson_County_Metro,_Kentucky http://dbpedia.org/resource/Liuisville http://dbpedia.org/resource/Louisville-Jefferson,_Kentucky http://dbpedia.org/resource/Louisville,_Kentucky http://dbpedia.org/resource/Culture_of_Louisville,_Kentucky http://dbpedia.org/resource/Demographics_of_Louisville,_Kentucky http://dbpedia.org/resource/UN/LOCODE:USLUI http://dbpedia.org/resource/Louisville_demographics http://dbpedia.org/resource/Metro_Louisville http://dbpedia.org/resource/Louisville_education http://dbpedia.org/resource/Louisville_KY http://dbpedia.org/resource/Louisville_Kentucky http://dbpedia.org/resource/Louisville,KY http://dbpedia.org/resource/Louisville_culture http://dbpedia.org/resource/Louisville-Jefferson_County http://dbpedia.org/resource/Louisville,Kentucky http://dbpedia.org/resource/Louisville_kentucky http://dbpedia.org/resource/The_'Ville http://dbpedia.org/resource/Louisville-Jefferson_County,_Kentucky http://dbpedia.org/resource/Louisville-Jefferson_County_Metro,_KY http://dbpedia.org/resource/Louisville_(Ky.) http://dbpedia.org/resource/Gateway_to_the_South http://dbpedia.org/resource/Louisville_Metro,_KY http://dbpedia.org/resource/The_Gateway_to_the_South http://dbpedia.org/resource/Louisville_Metro,_Kentucky http://dbpedia.org/resource/Louisville-Jefferson_County,_KY http://dbpedia.org/resource/Louisville-Jefferson_County_Metro http://dbpedia.org/resource/Education_in_Louisville,_Kentucky http://dbpedia.org/resource/Louisville,_Ky. http://dbpedia.org/resource/Louisville,Ky http://dbpedia.org/resource/Louisville http://dbpedia.org/resource/Louisville,_Ky http://dbpedia.org/resource/Louisville-Jefferson http://dbpedia.org/resource/Da_Ville http://dbpedia.org/resource/Louisville,_USA http://dbpedia.org/resource/Louisville,_KY http://dbpedia.org/resource/Louisvillian http://dbpedia.org/resource/Louisville-Jefferson,_KY"
1,40,Auburn Hills,http://dbpedia.org/resource/The_Palace_of_Auburn_Hills,"http://dbpedia.org/resource/Auburn_Hills,_Mi http://dbpedia.org/resource/History_of_Auburn_Hills,_Michigan http://dbpedia.org/resource/Auburn_Hills,_MI http://dbpedia.org/resource/Auburn_Hills_Michigan http://dbpedia.org/resource/Auburn_Heights,_Michigan http://dbpedia.org/resource/Auburn_Hills http://dbpedia.org/resource/Auburn_Hills,_Michigan http://dbpedia.org/resource/Auburn_Hills,_USA"
1,42,Toronto,http://dbpedia.org/resource/Canadian_Open_(tennis),"http://dbpedia.org/resource/Toronto http://dbpedia.org/resource/Toronto,_Ontario. http://dbpedia.org/resource/Toironto http://dbpedia.org/resource/Capital_of_Ontario http://dbpedia.org/resource/List_of_Toronto_MPs_and_MPPs http://dbpedia.org/resource/Tornonto,_Ont. http://dbpedia.org/resource/History_of_crime_in_Toronto http://dbpedia.org/resource/Torontonian http://dbpedia.org/resource/Toronto_Municipality,_Ontario http://dbpedia.org/resource/Toronto,_Ontario,_Canada http://dbpedia.org/resource/The_big_to http://dbpedia.org/resource/Toronto_List_of_MPs_and_MPPs http://dbpedia.org/resource/The_weather_in_Toronto http://dbpedia.org/resource/Highways_within_Greater_Toronto_Area http://dbpedia.org/resource/Toronto_(Ont.) http://dbpedia.org/resource/List_of_City_of_Toronto_Issues http://dbpedia.org/resource/Toronto_Division http://dbpedia.org/resource/Issues_in_Toronto,_Ontario http://dbpedia.org/resource/Toronto,_ON http://dbpedia.org/resource/UN/LOCODE:CATOR http://dbpedia.org/resource/The_big_tee_oh http://dbpedia.org/resource/Toronto,_Ontario_Part_2 http://dbpedia.org/resource/Toronto,_Ont. http://dbpedia.org/resource/Toronto,_Canada http://dbpedia.org/resource/Torotno http://dbpedia.org/resource/Toronto,_Canada. http://dbpedia.org/resource/Toronto,_CA http://dbpedia.org/resource/Toronto_(Canada) http://dbpedia.org/resource/Toronto,_ontario_Part_2 http://dbpedia.org/resource/Toronto_Canada http://dbpedia.org/resource/Torontorian http://dbpedia.org/resource/Tdot http://dbpedia.org/resource/Toronto_(ON) http://dbpedia.org/resource/Torontonians http://dbpedia.org/resource/City_of_Toronto,_Ontario http://dbpedia.org/resource/Trawna http://dbpedia.org/resource/Toronto,_Ontario http://dbpedia.org/resource/Toronto,_On http://dbpedia.org/resource/Accordion_City http://dbpedia.org/resource/Toronto_Ontario http://dbpedia.org/resource/Issues_of_Toronto"
1,43,"Washington, D.C.","http://dbpedia.org/resource/Georgetown_(Washington,_D.C.)","http://dbpedia.org/resource/District_of_columbia http://dbpedia.org/resource/Washington,_US-DC http://dbpedia.org/resource/United_States_Federal_District http://dbpedia.org/resource/Washington_D.C. http://dbpedia.org/resource/Washington,_D_C http://dbpedia.org/resource/Washington,_DC. http://dbpedia.org/resource/UN/LOCODE:USWAS http://dbpedia.org/resource/District_of_Columbia_government http://dbpedia.org/resource/Culture_of_Washington,_DC http://dbpedia.org/resource/District_of_Columbia,_United_States http://dbpedia.org/resource/US-DC http://dbpedia.org/resource/Distict_of_Columbia http://dbpedia.org/resource/Washington,_Dc http://dbpedia.org/resource/Washington,_D.C. http://dbpedia.org/resource/Washington_dc http://dbpedia.org/resource/District_Of_Columbia http://dbpedia.org/resource/Washington,_dc http://dbpedia.org/resource/Washington-DC http://dbpedia.org/resource/Washington_DC,_United_States_of_America http://dbpedia.org/resource/Washington_DC. http://dbpedia.org/resource/Education_in_Washington,_D.C. http://dbpedia.org/resource/Culture_of_Washington,_D_C http://dbpedia.org/resource/District_of_Columbia http://dbpedia.org/resource/Wash,_D.C. http://dbpedia.org/resource/Wasington_D.C. http://dbpedia.org/resource/1_District http://dbpedia.org/resource/L'Enfant_City http://dbpedia.org/resource/One_District http://dbpedia.org/resource/Washington,_DC http://dbpedia.org/resource/Wash_DC http://dbpedia.org/resource/Wash._D.C. http://dbpedia.org/resource/Federal_district_(United_States) http://dbpedia.org/resource/Economy_of_Washington,_D.C. http://dbpedia.org/resource/District_of_Columbia,_District_of_Columbia http://dbpedia.org/resource/Washington,_D.c. http://dbpedia.org/resource/Government_of_D.C. http://dbpedia.org/resource/Washington_(DC) http://dbpedia.org/resource/Distric_of_colombia http://dbpedia.org/resource/Us_capital http://dbpedia.org/resource/Washington,_D.C http://dbpedia.org/resource/The_District_of_Columbia http://dbpedia.org/resource/City_of_Washington http://dbpedia.org/resource/Wash.,_D.C. http://dbpedia.org/resource/City_of_DC http://dbpedia.org/resource/Washington,_District_of_Columbia http://dbpedia.org/resource/Distric_of_Columbia http://dbpedia.org/resource/Washington_(D.C.) http://dbpedia.org/resource/Washington,_D._C. http://dbpedia.org/resource/Washington_DC http://dbpedia.org/resource/DC_Washington http://dbpedia.org/resource/Washington_D._C. http://dbpedia.org/resource/Washingtondc http://dbpedia.org/resource/Washington,_D.C.,_USA http://dbpedia.org/resource/Washington_Dc http://dbpedia.org/resource/District_of_Columbia_County,_DC http://dbpedia.org/resource/United_States_capital http://dbpedia.org/resource/Wasington_DC http://dbpedia.org/resource/American_Federal_District http://dbpedia.org/resource/Washington,_D.C.,_United_States http://dbpedia.org/resource/District_of_colombia http://dbpedia.org/resource/United_States_Capital http://dbpedia.org/resource/Wasington,_DC http://dbpedia.org/resource/D.C._Washington http://dbpedia.org/resource/Washington,_District_Of_Columbia http://dbpedia.org/resource/Climate_of_Washington,_D.C. http://dbpedia.org/resource/Washington_(District_of_Columbia) http://dbpedia.org/resource/Washington,D.C http://dbpedia.org/resource/Wahington_D.C http://dbpedia.org/resource/Washington_(city) http://dbpedia.org/resource/Washington_City http://dbpedia.org/resource/Washington_District_of_Columbia http://dbpedia.org/resource/Washington_DC,_USA http://dbpedia.org/resource/Wash._DC http://dbpedia.org/resource/Dist._of_Columbia http://dbpedia.org/resource/Wash,_DC http://dbpedia.org/resource/Washington_city http://dbpedia.org/resource/Capital_of_the_USA http://dbpedia.org/resource/Federal_district_of_the_United_States http://dbpedia.org/resource/Capital_of_the_United_States http://dbpedia.org/resource/Districtofcolumbia http://dbpedia.org/resource/Washington_D.C http://dbpedia.org/resource/Washingotn,_DC http://dbpedia.org/resource/Culture_of_Washington,_D._C."
1,45,Winston-Salem,http://dbpedia.org/resource/Winston-Salem_Open,"http://dbpedia.org/resource/Winston-Salem_(NC) http://dbpedia.org/resource/The_Twin_City http://dbpedia.org/resource/History_of_Winston-Salem,_North_Carolina http://dbpedia.org/resource/Hanes_Middle_School http://dbpedia.org/resource/Winston-Salem,_NC_MSA http://dbpedia.org/resource/Downtown_Winston-Salem,_North_Carolina http://dbpedia.org/resource/Winston,_NC http://dbpedia.org/resource/Winston-Salem http://dbpedia.org/resource/Winston–Salem,_North_Carolina http://dbpedia.org/resource/Winston_Salem,_North_Carolina http://dbpedia.org/resource/Winston-Salem,_N.C. http://dbpedia.org/resource/Winston_Salem http://dbpedia.org/resource/Winston_salem,_nc http://dbpedia.org/resource/Winston–Salem http://dbpedia.org/resource/W-S http://dbpedia.org/resource/Winston-Salem,_NC,_USA http://dbpedia.org/resource/Winston_salem http://dbpedia.org/resource/Winston-Salem,_North_Carolina_metropolitan_area http://dbpedia.org/resource/Winston-Salem,_North_Carolina,_USA http://dbpedia.org/resource/Winston-Salem,_North_Carolina http://dbpedia.org/resource/Winston-salem,_nc http://dbpedia.org/resource/Winston-Salem,_NC http://dbpedia.org/resource/Winston-Salem_metropolitan_area http://dbpedia.org/resource/Winston_Salem,_NC http://dbpedia.org/resource/Winston-Salem,_NC_Metropolitan_Statistical_Area http://dbpedia.org/resource/Winston,_North_Carolina"
