F1: 0.10000,Precision: 0.10000,Recall: 0.10000,,
3,33,Heusden-Zolder,http://dbpedia.org/resource/Circuit_Zolder,http://dbpedia.org/resource/Bolderberg http://dbpedia.org/resource/Heusden_Zolder http://dbpedia.org/resource/Heusden-Zolder
3,34,Madrid,http://dbpedia.org/resource/Royal_Palace_of_Madrid,"http://dbpedia.org/resource/Demographics_of_Madrid http://dbpedia.org/resource/Madrileño http://dbpedia.org/resource/Madrid_capital http://dbpedia.org/resource/The_weather_in_Madrid http://dbpedia.org/resource/Madrid,_Spain http://dbpedia.org/resource/UN/LOCODE:ESMAD http://dbpedia.org/resource/Mayrit http://dbpedia.org/resource/Madrid_(Spain) http://dbpedia.org/resource/Madrilene http://dbpedia.org/resource/Capital_of_Spain http://dbpedia.org/resource/Madrilena http://dbpedia.org/resource/Madrid http://dbpedia.org/resource/Madrilenian http://dbpedia.org/resource/Municipality_of_Madrid http://dbpedia.org/resource/City_of_Madrid http://dbpedia.org/resource/Madrid-_Spain http://dbpedia.org/resource/Madrid_City http://dbpedia.org/resource/Madrileña http://dbpedia.org/resource/Madrid,_Madrid http://dbpedia.org/resource/Madrid_(city) http://dbpedia.org/resource/Mántŭa_Carpetānṓrum http://dbpedia.org/resource/Madrileno http://dbpedia.org/resource/Madrid_(City)"
3,35,Tula,http://dbpedia.org/resource/Tulle,"http://dbpedia.org/resource/Tula_(city) http://dbpedia.org/resource/Tulaugol http://dbpedia.org/resource/Tula_(Russia) http://dbpedia.org/resource/Tula,_Russia"
3,36,Tula,http://dbpedia.org/resource/Tulle,"http://dbpedia.org/resource/Tula_(city) http://dbpedia.org/resource/Tulaugol http://dbpedia.org/resource/Tula_(Russia) http://dbpedia.org/resource/Tula,_Russia"
3,37,Lausanne,http://dbpedia.org/resource/Lausanne_Cathedral,"http://dbpedia.org/resource/Lausonna http://dbpedia.org/resource/History_of_Lausanne http://dbpedia.org/resource/City_of_Lausanne http://dbpedia.org/resource/UN/LOCODE:CHLAU http://dbpedia.org/resource/Lausanne_VD http://dbpedia.org/resource/Lozana http://dbpedia.org/resource/Lausane http://dbpedia.org/resource/Lausannois http://dbpedia.org/resource/Lausanne_(Vaud) http://dbpedia.org/resource/Lausanne,_Switzerland http://dbpedia.org/resource/Lausanne http://dbpedia.org/resource/Lausonium http://dbpedia.org/resource/Laussane http://dbpedia.org/resource/Lausodunum"
3,38,Osaka,http://dbpedia.org/resource/Osaka_Municipal_Central_Gymnasium,"http://dbpedia.org/resource/Ōsaka,_Ōsaka http://dbpedia.org/resource/Ōsaka-shi http://dbpedia.org/resource/Osaka-shi http://dbpedia.org/resource/Osaka,_Ōsaka http://dbpedia.org/resource/Ohsaka http://dbpedia.org/resource/Ohosaka http://dbpedia.org/resource/Ozaka http://dbpedia.org/resource/Õsaka http://dbpedia.org/resource/Osaka_City http://dbpedia.org/resource/Ôsaka http://dbpedia.org/resource/Oosaka http://dbpedia.org/resource/Naniwa-no-miya http://dbpedia.org/resource/Ôsaka,_Japan http://dbpedia.org/resource/Ousaka http://dbpedia.org/resource/Ōsaka,_Osaka http://dbpedia.org/resource/Naniwanomiya http://dbpedia.org/resource/Osaka http://dbpedia.org/resource/Õsaka,_Õsaka http://dbpedia.org/resource/大阪府大阪市 http://dbpedia.org/resource/Osaka,_Osaka http://dbpedia.org/resource/大阪 http://dbpedia.org/resource/Naniwa-No-Miya http://dbpedia.org/resource/Osaka_city http://dbpedia.org/resource/Osaka,_Japan http://dbpedia.org/resource/Ôsaka,_Ôsaka http://dbpedia.org/resource/Ohosaka,_Ohosaka http://dbpedia.org/resource/History_of_Osaka http://dbpedia.org/resource/Ōsaka,_Japan http://dbpedia.org/resource/Ōsaka http://dbpedia.org/resource/大阪市 http://dbpedia.org/resource/Ohsaka,_Ohsaka"
3,39,Zurich,http://dbpedia.org/resource/Zürich_Hauptbahnhof,"http://dbpedia.org/resource/Zurich,_Switzerland http://dbpedia.org/resource/Zuerich http://dbpedia.org/resource/Zuerich_ZH http://dbpedia.org/resource/Zrich http://dbpedia.org/resource/Coat_of_arms_of_Zürich http://dbpedia.org/resource/Zürich,_Switzerland http://dbpedia.org/resource/Zuri http://dbpedia.org/resource/Zurich_(city) http://dbpedia.org/resource/Stadtpolizei_Zürich http://dbpedia.org/resource/City_of_Zurich http://dbpedia.org/resource/Schutz_und_Rettung_Zürich http://dbpedia.org/resource/UN/LOCODE:CHZRH http://dbpedia.org/resource/Zuerich_(city) http://dbpedia.org/resource/Zurich_ZH http://dbpedia.org/resource/Zürich_(city) http://dbpedia.org/resource/Zurich http://dbpedia.org/resource/Culture_of_Zürich http://dbpedia.org/resource/Zᵫrcher http://dbpedia.org/resource/City_of_Zürich http://dbpedia.org/resource/Czurch http://dbpedia.org/resource/Zürich_ZH http://dbpedia.org/resource/Tigurium http://dbpedia.org/resource/Zürich http://dbpedia.org/resource/Culture_of_Zurich http://dbpedia.org/resource/Zurigo http://dbpedia.org/resource/Tigurum http://dbpedia.org/resource/Züri http://dbpedia.org/resource/Zercher http://dbpedia.org/resource/Zueri http://dbpedia.org/resource/Zuerich,_Switzerland http://dbpedia.org/resource/Sunrise_Tower http://dbpedia.org/resource/Zürich_City http://dbpedia.org/resource/Zurich_(Zurich)"
3,40,Berlin,http://dbpedia.org/resource/Olympiastadion_(Berlin),"http://dbpedia.org/resource/Berlin.de http://dbpedia.org/resource/Historical_sites_in_berlin http://dbpedia.org/resource/Capital_of_East_Germany http://dbpedia.org/resource/Cuisine_of_Berlin http://dbpedia.org/resource/Berlib http://dbpedia.org/resource/Berlin,_Germany http://dbpedia.org/resource/Spreeathen http://dbpedia.org/resource/Silicon_Allee http://dbpedia.org/resource/Federal_State_of_Berlin http://dbpedia.org/resource/UN/LOCODE:DEBER http://dbpedia.org/resource/Berlim http://dbpedia.org/resource/Berlin_(Germany) http://dbpedia.org/resource/Athens_on_the_Spree http://dbpedia.org/resource/DEBER http://dbpedia.org/resource/Berlin http://dbpedia.org/resource/Land_Berlin http://dbpedia.org/resource/City_of_Berlin http://dbpedia.org/resource/Berlin-Zentrum http://dbpedia.org/resource/CityBerlin"
3,41,Monaco,http://dbpedia.org/resource/Circuit_de_Monaco,"http://dbpedia.org/resource/Extreme_points_of_Monaco http://dbpedia.org/resource/ISO_3166-1:MC http://dbpedia.org/resource/Monaco,_Principality_and_Diocese_of http://dbpedia.org/resource/Hinduism_in_Monaco http://dbpedia.org/resource/Monaco http://dbpedia.org/resource/Monaco/Military http://dbpedia.org/resource/Islam_in_Monaco http://dbpedia.org/resource/Principaut_de_Monaco http://dbpedia.org/resource/Principat_de_Mónegue http://dbpedia.org/resource/Subdivisions_of_Monaco http://dbpedia.org/resource/Monegasques http://dbpedia.org/resource/Sports_in_Monaco http://dbpedia.org/resource/Principality_of_Monaco http://dbpedia.org/resource/List_of_cities_in_Monaco http://dbpedia.org/resource/The_weather_in_Monaco http://dbpedia.org/resource/Monocco http://dbpedia.org/resource/Geography_of_Monaco http://dbpedia.org/resource/Protestantism_in_Monaco http://dbpedia.org/resource/Mónegue http://dbpedia.org/resource/Administrative_divisions_of_Monaco http://dbpedia.org/resource/Monaco/Transnational_issues http://dbpedia.org/resource/Princedom_of_Monaco http://dbpedia.org/resource/Principato_di_Monaco http://dbpedia.org/resource/Geography_of_monaco http://dbpedia.org/resource/Quarters_of_Monaco http://dbpedia.org/resource/Administrative_divisions_(Monaco) http://dbpedia.org/resource/Monacco http://dbpedia.org/resource/Wards_of_Monaco http://dbpedia.org/resource/Climate_of_Monaco http://dbpedia.org/resource/Capital_of_Monaco http://dbpedia.org/resource/Religion_in_Monaco http://dbpedia.org/resource/Principality_and_Diocese_of_Monaco http://dbpedia.org/resource/Extreme_points_of_monaco http://dbpedia.org/resource/Culture_of_Monaco http://dbpedia.org/resource/Munegu http://dbpedia.org/resource/Sport_in_Monaco http://dbpedia.org/resource/Monaco/Geography http://dbpedia.org/resource/Principauté_de_Monaco http://dbpedia.org/resource/Principatu_de_Múnegu http://dbpedia.org/resource/Monégasques"
3,42,Daegu,http://dbpedia.org/resource/Daegu_Stadium,"http://dbpedia.org/resource/Taikyu http://dbpedia.org/resource/대구 http://dbpedia.org/resource/대구시 http://dbpedia.org/resource/Daegu http://dbpedia.org/resource/Teagu http://dbpedia.org/resource/Daegu_Metropolitan_City http://dbpedia.org/resource/Daegu_International_Financial_Center http://dbpedia.org/resource/Taykwu http://dbpedia.org/resource/大邱 http://dbpedia.org/resource/Taeku http://dbpedia.org/resource/Taegu_Metropolitan_City http://dbpedia.org/resource/City_of_Daegu http://dbpedia.org/resource/Taiku http://dbpedia.org/resource/Daegu_Municipality http://dbpedia.org/resource/Dae-gu http://dbpedia.org/resource/DaeChun_Elementary_School http://dbpedia.org/resource/Taegu-Kwangyokshi http://dbpedia.org/resource/Metropolitan_City_of_Daegu http://dbpedia.org/resource/Autonomous_City_of_Daegu http://dbpedia.org/resource/Municipality_of_Daegu http://dbpedia.org/resource/Dong-Pyeong_Middle_School http://dbpedia.org/resource/Taegu http://dbpedia.org/resource/Daegu,_South_Korea http://dbpedia.org/resource/Daegoo-Si http://dbpedia.org/resource/Taegu,_Korea http://dbpedia.org/resource/Taegu,_Daegu http://dbpedia.org/resource/Daqiu http://dbpedia.org/resource/Taegu_City http://dbpedia.org/resource/Taegu_Metropolitan_City,_South_Korea http://dbpedia.org/resource/Dae_Gu http://dbpedia.org/resource/Daegu_International_Financial_Centre http://dbpedia.org/resource/Daegoo http://dbpedia.org/resource/Daegu_Gwang'yeogsi http://dbpedia.org/resource/Gu_Nam_Middle_School http://dbpedia.org/resource/KR-27 http://dbpedia.org/resource/Daegu_Autonomous_City http://dbpedia.org/resource/Dongdo_middle_school"
3,43,London,http://dbpedia.org/resource/ExCeL_London,"http://dbpedia.org/resource/Lodnon http://dbpedia.org/resource/Lundúnir http://dbpedia.org/resource/Londonshire http://dbpedia.org/resource/The_metropolis http://dbpedia.org/resource/London-on-Thames http://dbpedia.org/resource/London_Britain http://dbpedia.org/resource/England_London http://dbpedia.org/resource/London,_England,_United_Kingdom http://dbpedia.org/resource/Londra http://dbpedia.org/resource/London_(Great_Britain) http://dbpedia.org/resource/Londonise http://dbpedia.org/resource/London_(UK) http://dbpedia.org/resource/London_(Britain) http://dbpedia.org/resource/Londyn http://dbpedia.org/resource/Southwest_London http://dbpedia.org/resource/Capital_of_England http://dbpedia.org/resource/London http://dbpedia.org/resource/Londonize http://dbpedia.org/resource/London,England http://dbpedia.org/resource/The_Metropolis http://dbpedia.org/resource/Londontown http://dbpedia.org/resource/London,_England http://dbpedia.org/resource/GBLON http://dbpedia.org/resource/London,_england http://dbpedia.org/resource/London,_UK http://dbpedia.org/resource/Lundene http://dbpedia.org/resource/London's http://dbpedia.org/resource/Capital_of_the_UK http://dbpedia.org/resource/London,_U.K. http://dbpedia.org/resource/United_Kingdom/London http://dbpedia.org/resource/Capital_of_the_United_Kingdom http://dbpedia.org/resource/Llundain http://dbpedia.org/resource/London_(United_Kingdom) http://dbpedia.org/resource/UN/LOCODE:GBLON http://dbpedia.org/resource/London,_United_Kingdom http://dbpedia.org/resource/LONDON http://dbpedia.org/resource/Climate_in_London http://dbpedia.org/resource/Lundein http://dbpedia.org/resource/London,_uk http://dbpedia.org/resource/Weather_in_London http://dbpedia.org/resource/London_area http://dbpedia.org/resource/London_England http://dbpedia.org/resource/London,_England,_UK http://dbpedia.org/resource/London,_Greater_London http://dbpedia.org/resource/London,_Great_Britain http://dbpedia.org/resource/London,_Britain http://dbpedia.org/resource/London_england http://dbpedia.org/resource/London_(England) http://dbpedia.org/resource/London_UK http://dbpedia.org/resource/Lundunir"
3,45,Monaco,http://dbpedia.org/resource/Circuit_de_Monaco,"http://dbpedia.org/resource/Extreme_points_of_Monaco http://dbpedia.org/resource/ISO_3166-1:MC http://dbpedia.org/resource/Monaco,_Principality_and_Diocese_of http://dbpedia.org/resource/Hinduism_in_Monaco http://dbpedia.org/resource/Monaco http://dbpedia.org/resource/Monaco/Military http://dbpedia.org/resource/Islam_in_Monaco http://dbpedia.org/resource/Principaut_de_Monaco http://dbpedia.org/resource/Principat_de_Mónegue http://dbpedia.org/resource/Subdivisions_of_Monaco http://dbpedia.org/resource/Monegasques http://dbpedia.org/resource/Sports_in_Monaco http://dbpedia.org/resource/Principality_of_Monaco http://dbpedia.org/resource/List_of_cities_in_Monaco http://dbpedia.org/resource/The_weather_in_Monaco http://dbpedia.org/resource/Monocco http://dbpedia.org/resource/Geography_of_Monaco http://dbpedia.org/resource/Protestantism_in_Monaco http://dbpedia.org/resource/Mónegue http://dbpedia.org/resource/Administrative_divisions_of_Monaco http://dbpedia.org/resource/Monaco/Transnational_issues http://dbpedia.org/resource/Princedom_of_Monaco http://dbpedia.org/resource/Principato_di_Monaco http://dbpedia.org/resource/Geography_of_monaco http://dbpedia.org/resource/Quarters_of_Monaco http://dbpedia.org/resource/Administrative_divisions_(Monaco) http://dbpedia.org/resource/Monacco http://dbpedia.org/resource/Wards_of_Monaco http://dbpedia.org/resource/Climate_of_Monaco http://dbpedia.org/resource/Capital_of_Monaco http://dbpedia.org/resource/Religion_in_Monaco http://dbpedia.org/resource/Principality_and_Diocese_of_Monaco http://dbpedia.org/resource/Extreme_points_of_monaco http://dbpedia.org/resource/Culture_of_Monaco http://dbpedia.org/resource/Munegu http://dbpedia.org/resource/Sport_in_Monaco http://dbpedia.org/resource/Monaco/Geography http://dbpedia.org/resource/Principauté_de_Monaco http://dbpedia.org/resource/Principatu_de_Múnegu http://dbpedia.org/resource/Monégasques"
3,46,Saint-Denis,http://dbpedia.org/resource/Rue_Saint-Denis_(Paris),http://dbpedia.org/resource/Stade_de_france http://dbpedia.org/resource/Stade_de_France http://dbpedia.org/resource/Stade_De_France http://dbpedia.org/resource/France_Stadium
